text,star
"Great coffee, but a long wait for take-awayI'm a local and wanted to support local businesses but I found both the bread and pizza to be average and expensive. I tried the pizza when they first started to offer it but it was awful. Hard couldn't chew it. I tried the pizza again last night and it's a big improvement. Still expensive and not as nice as Franco manca but definitely better than it was before.

I tried the bread once when hubby came home with two. Not the amount we usually spend on bread for sure. They were very very heavy which is not very appealing to start with and was basically off by the following day so ended in the bin too.

So this place is not for us. Three stars is for the improved pizza nothing else I'm afraid.",3
"Food to Service imbalanceHello, thank you for your review! We make sourdough bread, which is slightly heavier than supermarket bread for sure! We grow our own yeast and each loaf is handmade and takes at least 12 hours to prove. You get a nuttier taste and rich crust. Labour, ingredients and the love that goes into it is quite a snip at £3 a 600 gram dough loaf I think you'll find. Supermarket, cheap and mass produced bread maybe to your liking so thanks for trying us out anyway.
You mention a competitor pizzeria that is a chain with economies of scale. We are often compared to this chain by the way, but the comments are quite the opposite re taste, quality of the base, freshness of the ingredients etc.
You tried! I hope you support other local businesses by the way.
Again, thanks for taking the time to write this and supporting this local business by comparing us to a chain!",3
"Too many seatsExcellent coffee, although still needs to improve service times when busy - almost ten minutes for a takeaway black coffee",3
"Lovely breakfastWhat a great find! We went on a Sunday and got there for opening at 8am. Good job we did because within half an hour people were queuing. Be warned the place is small and seating at a premium.

Lovely full English breakfast and the bread and butter was delicious. Loved having the toasters on the table, nice touch. Only downside is the already small table became even smaller with not much space for al the cups and plates.

The staff were lovely and really kind to my 5 year old son.

Quirky, fun and great food. Worth a visit.",4
"Quaint cafe, lovely bread and friendly staffThis was our first time here and we would love to visit again. One of us has many severe allergies and the staff were really helpful and accomodative of this. The breakfast was tasty. It is a small place and can be fairly squashed at the tables.",4
"Great brunchSmall place with 7 or 8 tables and was packed when we arrived, but managed to squeeze us in next to the window. Shortly after we arrived a queue quickly developed, so am glad we arrived when we did. Interesting menu with a some familiar items and a few more interesting brunch options. Our order did take around 15-20 minutes to arrive but was well worth the wait - the Eggs Benedict with Smoked Salmon was very fresh and tasty. We also shared the American pancakes with berries, which also went down well. A steady stream of customers meant the place remained full and buzzing all the time we were there.",4
Very good breakfast placeHoly crap this place has big portions. I had a pork eggs benedict and I think I must have received a couple of pounds of pulled pork. We also had french toast and an almost comically large breakfast sandwich. All very tasty and worth trying. Very kind shop owner as well. Not 5 stars just because it wasn't one of my favorite meals ever.,4
Expect to queueI have been here a couple of times now and really enjoy the food and atmosphere but I do wish the place could accommodate more people as boy does it get frustrating having to wait for an age outside in the cold on a busy road. It does go to show though how popular this place is so they must be doing something right! The servers do always do their best though to get you in as soon as possible and have always been very friendly.,4
"Excellent coffee and foodThe coffee is great at Flour to the People and so is there service. As for the food, I've only had the muesli there and although it was delicious, I'm giving a very good rating because I found a wiry hair in my muesli and just thinking about it even now after a few weeks makes me gag. I don't think I can eat there again, which is such a shame because everything looks yummy. I didn't complain though because I had a friend with me and didn't want to spoil her breakfast.",4
"Battersea BreakfastThis is a small restaurant which serves really good breakfast. It gets exceptionally busy as it's a popular spot but it's worth the wait. There are plenty of breakfast options and they serve good coffee too. The staff are great, really friendly and make the experience even better.",4
"BreakfastNice toast, pancakes and egg Benedict ! The waiting time can be long to be seated and the restaurant can be packed ! Nice and agreeable staff. Lovely experience",4
Good localThank you so much for your review!,4
Shame it's so small!Place is a bit small but rather cosy. Staff always there to attend to your needs. Food was satisfactory. This part of town really needed some locals like this one.,4
"Best breakfast in SW LondonSpolied with superfresh homemade ingredients here!
Best breakfast i ever had in London. They are bread and sourdough is to die for.. Great find and resonably priced. Super generous portions. Coffee lovers paradise!!!definitely betten than high street chains.
Don’t forget to try the pancakes with homemade nutella sauce",5
"Best Brunch in lifeAmazing menu selection, ingredients are top quality and customer service is simply amazing, very friendly and kind staff. 5 stars all the way!",5
"Loved this place!! Gonna be a regular.This is one of my favourite spots in South! The service is such a friendly family run and relaxed vibe and makes you feel so comfy. Sitting in a bakery with an open kitchen, seeing the chefs and bakers do their thing is so lovely. There are so many quirky things in this spot, you feel like you are getting wholeome food and that people care about what they are cooking. The breakfasts and late brunch is perfect as its hard to find south of the river, and they are so open to changing things over if you are fussy like me. There is a toaster on each table and i dont know why its so fun to toast your own bread lol. I recommend it and they do the best coffees with every alternative milk option you can think of. The price isnt really cheap but its about what you would pay for a good brunch out, and the portions are generous. average for two with coffees & juice will be around £25 ish.",5
"Great sourdough pancakes!This very small restaurant was a wonderful find. The coffee was freshly brewed and the specialty of the house - sourdough - was on triumphant display. The pancakes were absolutely delicious and the sourdough toast was hearty and had a lovely crunch. Eggs were perfectly cooked. The atmosphere was pleasant and homey, though the place is very small and seating is limited and a mite snug.",5
"Best Avo on toast I’ve ever had!Popped in today and after spending a long time choosing from their extensive menu (I wanted one of everything!!) chose the ‘Avo and Egg Slam’. Generous portion, absolutely delicious, sourdough was very tasty too. Will be back to try more soon!",5
Worth a drive for weekend breakfastWhat a fantastic little find. If you are staying south of the river for a weekend then make the effort to visit here for breakfast. Their sourdough topped breakfasts and home made sourdough crumpets are to die for. Big portions are great value so make sure you are hungry. The coffee is some of the best I have had too all served with a smile. I may be from Northampton but I will be back for their sourdough pizza one evening for sure.,5
Excellent brunch and pizza - brillant serviceSuper local bakery whether for brunch or pizza. Food incredible and staff super charming. An absolute favourite!,5
"Best pizza in south LondonThis has now become our regular for pizzas - the best we have found in south London and we have tried a lot!!! Go and check it out, 100%",5
"Fantastic avocado on toast in BatterseaWent here for breakfast and ordered avocado on toast - comes with feta cheese and sweet chilli mixed in with it. Served on sourdough bread and in very generous portion sizes! Staff were friendly and welcoming, food arrived fast and was absolutely delicious. A great experience.",5
"Well worth the visit to Battersea ParkOur family of 5 truly enjoyed Flour to the People. From the way the menus are written, to the sumptuous and healthy (feeling-ish) homemade hazelnut-cocoa (do not call it Nutella) spread. We tried the Benedicts, the pulled pork slam, the smashed avocado with chili and the American one. Everything was delicious, including the
Homemade sourdough so light and crispy you’ll want to take some home with the leftover Nutella-ish. In addition to the great food, Hassan and the rest of the team will make you feel at home. If you are visiting London, a visit here will take you off the beaten path, but you will leave with a huge grin on your face. If you live in London what are you waiting for?",5
"Don’t go there!We went with friends who chose the restaurant. What a horrible place! It is dark, dingy and dirty. Looks like some 60s provincial eatery - dark wood, burgundy napkins (not too clean either), old fashioned plates etc.

Given a “smoked sherry” as an appetitive - one of the nastiest things I’ve had to drink.

Food was filthy - the vegetarian option was disgusting, sweet and sickly. My husband had the pork belly which was undercooked and tasteless.

I cannot understand the number of positive reviews this place has had. A most unpleasant experience.",1
"The worst dining experience I've ever had ...I've never felt the need to leave a review for any restaurants I've eaten at, even though I rely on reviews, but after the experience I had at Holy Smoke I have to speak out.

I've eaten in many restaurants in Wimbledon but had never heard of Holy Smoke so was intrigued by the fantastic reviews it had. I went with a friend for lunch.

Firstly I'll start with the positives, nice ambiance and service.

However the food was awful, I had wings to start with, they were bland and soggy. I then had the pulled pork with rice and homemade coleslaw. It looked like it had been plopped on the plate, again bland and boring.

I didn't enjoy either course, I don't think the chef seasoned either of the dishes. My friend didn't enjoy his food either.

The food was shockingly terrible which was a surprise after all the wonderful reviews that had been left.

It was the only time I've ever left a restaurant hungrier than when I went in!",1
Very averageWe were expecting big things of this restaurant given their high ranking on trip advisor but we're very disappointed. We got food poisoning after our visit. The price was also very expensive given what you got. The entree of scallops consisted of 1-2 scallops on a plate and the pork belly had no crackling (even though it says this on the menu). The wine was also poor quality. Overrated and won't be going back,1
"No way............. is this the top restaurant in London. And like others have said I was both disappointed and felt more than a little misled by the tripadvisor rating.
Yes there was a weird smell in the place, that really put me off, and I probably would have left given half a chance.
That said the food was actually ok- although I don't think I can return because the thought of the smell makes me feel more than a bit queezy!",1
"Holy disappointedOk I admit it, I gave in and followed the masses, after seeing it was rated number 1 in London(but didn't make the top 100 in time out) I had to visit.

The restaurant is situated in no mans land, between Wimbledon mainline and Wimbledon Park.

1st impressions were highly disappointing, it feels like a cross between and cheap Spanish brothel, and a brick lane bedsit, I'm lucky enough to have had the pleasure of both in the past. There was a strange smell as soon as we entered, the bearded waiter showed us to our table, no drinks or nibbles were offered.

After asking from some bread, I was served some dry faux focaccia.

We skipped starters and went straight to mains, much to the disappointment of the bearded waiter, he was ow starting to make me feel rather uncomfortable, so much so after picking up my napkin, and realising it was dirty, I felt too intimidated to raise my concerns, by now the smell and dirty napkin had me question of the cleanliness of the unseen parts of the restaurant.

After trying to order a coffee, only to be told they don't do proper coffee as they don't have a suitable machine.

We paid and left, inhaled the fresh air and thanked our lucky stars we Still could.

How this place made it to such a high ranking destroys any faith I had left in internet review sites.

Avoid at all costs and certainly don't make a trip across London expecting food to be of a standard worthy of the ranking.",1
"Not so holy smokeWe had been so looking forward to trying Holy Smoke after reading all the reviews and having recently moved to the area. It's hard to get in for an evening meal but we are around at lunch time and booked that - lunch is also extremely competitively priced at £12 for two courses and £15 for three. So we expected something simple...but tasty. My husband ordered the chicken livers which were ok but nothing special. My 25 year old daughter and I ordered the ""Slow roasted guinea-fowl wings, Bloody Mary sauce and blue cheese cream"". The wings were nicely roasted but poorly seasoned and it was hard to detect either the bloody or the blue in the fairly innocuous sauces. Where was the salt and pepper and some nice spicy flavouring - it had sounded like a lovely tasty dish! Following my husband had the ""Venison and pork meatballs, rich mushroom braise, celeriac mash, shredded carrot pickle"" which he thought was nice. We had the ""Warm nicoise salad with poached egg, french beans, new potatoes, cherry tomatoes black olives and anchovy"". What could go wrong we thought. But this too was a huge disappointment - lots of potato - thought they were good (but they made up two thirds of the salad), a few not particularly wonderful olives (that back of the mouth iron hit) a few nicely cooked beans and an overcooked (hard) poached egg and a few tomatoes lurking in the bottom of the bowl (we realised after we had left that they had forgotten the anchovies and that might have helped). The dressing was again fairly innocuous. Something mustardy would have enlivened such a dull salad - I hate to say it but I could have done a lot, lot better throwing this salad together for myself at home!

I didn't expect anything exotic for the price, but I did expect tasty and sadly now have no wish to go there for dinner in the evening or indeed to wander up to have lunch there again - the Italian a little further down the road seems more tempting.

What was good - the service was pleasant and friendly, the small free smoked sherry as a welcome - very welcome, and the wine we ordered delicious and not overpriced.

But two disappointing courses meant none of us wanted to try the deserts. It was such a disappointment when a restaurant is so well reviewed by others - maybe the chef was ill and not up to cooking, or someone else was standing in that day?",2
"Over-HypedI do not understand how this place is one of the best restaurants in Wimbledon. There is drab atmosphere and the portions are small. Of course, if you are one of the diner's looking for these ""upmarket"" experiences (expensive but small portions), you will probably enjoy it here. Service however, was very attentive and friendly.",2
"Tried hard but fundamentals all wrongWe read the reviews and were looking forward to this but left hugely underwhelmed.
- Atmosphere is dark and not especially welcoming. Worse: there was a strange smell which came from some of our napkins! One had clearly not been washed - it stank - so we had to exchange it. Before you think we're nightmare guests I should say that's the first time that's ever happened!
- Nice welcome on arrival but no bread, olives or anything like that. Seemed perplexed when we enquired about this. We only asked because the menu had been introduced with some words about ""quality over quantity"" which in retrospect seems sanctimonious - although certainly it's half true!
- Starter (smoked duck salad) was minute. Nothing special: some leaves, some wafer thin slivers of duck. Might have been smoked - equally could have been out of an M&S packet. A few blobs of mustard dressing and a few ultra thin slices of apple. Quite an achievement to put apple in a salad and engineer any crunch, bite or tang out of the dish - but they managed.
- Main (fish) was average. If the menu had said ""slightly soggy steamed cod"" instead of ""lapsang suchong and sake steamed cod"" it would have been more accurate. The cod fillet was a decent size but flavourless and watery. There were a few steamed greens with it which were similarly a bit soggy. The mushrooms were okay... but weirdly there were no potatoes or grain of any kind. The only side they do is chips. A couple of us were actually quite peckish so asked again for some bread and eventually they rustled up some passable focaccia.
- Dessert was better - the creme brulee was creamy with the brulee nice and thin and not burnt. The chocolate brownie was splendid and as an extra bonus is gluten free.
- All in all - way overpriced, way overhyped. Maybe the light lunch or burger is a better bet but definitely steer clear of the a la carte menu. You can do way better - in SW19 somewhere like Cote (to pick one) is reliably good, far better value, better location and a much nicer place to sit as well.",2
"do not believe the hypeAfter reading all the rave reviews, I was hugely disappointed by my first visit to this restaurant and do not understand how it can rank no 1 in London. Something has to be wrong with the rating system. I have eaten better in loads of Lonvdon restaurants including chains like Cote.

The restaurant is dark and dingy so not a good choice for a summer lunch. Whilst the service was good and obliging, the food was ok but not exceptional and a la carte was pricey. In hindsight the light lunch would have been a better choice. They offer a free liqueur but we would have preferred the option of some bread or some carbohydrates to accompany the main dish. The only choice offered was chips. After a three course meal I left feeling hungry.",2
"Not bad but not great eitherTucked away from the busy Wimbledon, here is the holy smoked. Very cosy with a lovely atmosphere but also quite confidential (only 6 covers that evening). Loved the sparkling wine by the glass but rather disappointed by my main (venison over cooked), presentation was lacking of flair. So the food was a average for me with better value quality/price around. Service was efficient but a little arrogant which did not bother me.",3
"Don't bank on itThis restaurant really needs to get its reservation system sorted out. My brother-in-law reserved a table for four for 17 April 2018 but when we arrived we were told they had no record of his booking. Fortunately, he had the email exchange on his mobile 'phone. After much humming and hawing they decided that they could fit us in. I reserved a table for three for 2 June 2018 but when we arrived we were directed to a table for two. When I pointed out that I had reserved for three there was much head scratching and despite the fact that they had the reservation for three on their system they said they were unable to accommodate us as the restaurant was fully booked. This was extremely disappointing as it was a Saturday night and finding an alternative at such short notice was not easy! We doubt very much that we will return.",3
TatstyThe food was ok. Wasn’t so rush spent couple of hours there. Had a nice time while I was there. Wasn’t busy so the service was quick,3
"Disappointing lunchDisappointing lunch menu, luke warm beetroot soup with bits of cartilage (gristle) from the pork ribs in it, then half a chicken on a plate with some lettuce leaves and tomato wedges. Good service, nice complimentary glass of smoked sherry, but lunch menu badly needs a makeover.",3
"Nice food average serviceThe food was absolutely stunning! The service was a bit luke warm, me and my girlfriend was here and wasn't treated as anything else than ""yet another customer"" but maybe they had a bad idea! Would go back just for the food!",3
Good but overratedMyself and a few friends went to this restaurant with great hopes. The food was decent but nothing spectacular for a top 20 restaurant in London. The alcohol selection was excellent with a good variety of gins and whiskey. The decor of the restaurant was plain and just needed a bit more. Maybe will try again but won't be rushing back,3
"Not as good as expected!Set menu three course lunch should have been good value. Tomato soup with ice cream was okay. Soup was just warm and I would have liked it hotter. Main course salmon and prawn fish cakes. Well they only tasted of potato. Very poor. Ice cream for dessert was very good. One of our party really liked his choice of three courses, his first and main were different from mine. We all had the lovely ice cream. Very creamy, yum! Restaurant too dark for lunch time. They do not sell fizzy drinks. They serve cordials. We had a most odd one, it didn't taste of anything. I wouldn't go back.",3
GoodThe place was nice we were there one afternoon for lunch good portions nice friendly staff would recommend to all however it's a bit pricey and the portions could be bigger,3
"GoodHire is good restaurant,but with high prices.The portion are too small and the personal is not active",3
"Promising restaurant but still some ways to goI visited this restaurant for a friend's birthday and it was about 40 of us. Lovely décor.
First course of cuttlefish was very nice, excellent combination of flavours, though a bit of a wait. This was followed by a another very lengthy wait for the main course which was overcooked and some actually burnt.

I think they could not quite cope with the number of people in bringing the food out for so many at the same time.

Nice selection of wines.

However, I am told that if you visit with few people that the service is much better.",3
"Really nice foodwe went for lunch , without booking in advance. the place is quite small, with 5-6 tables inside. the food it't really nice and there is a set menu to choose from (2 or 3 courses).however, no kids highchairs and the waiting time was a bit too long (considering we were with a toddler). so a good option, if you go out with friends or a date to have enough time to chat and enjoy food and drinks.",4
"Great value lunch menuHad the 3 courses for £15 and all the dishes were enjoyable. Starting with chicken livers, followed by pulled pork and finishing with New York style cheesecake. While the booking system is a little primitive, you have to email (they don't take phone calls) they did reply very promptly. Don't be put off by the website saying they are full (which seems odd) as when I arrived on Wednesday lunch I was the only person there. While it was good value I wouldn't go out my way to visit, its position in the top 10 on Tripadvisor is very flattering I would say. Nothing wrong with it but it didn't stand out. To finish on a positive they do give you a free sherry on arrival and rather bizarrely with your bill a full tube of mentos!",4
"Lovely little restaurantWe went for our 25th Wedding anniversary. We have never been to somewhere like Holy Smoke before and enjoyed it very much.
We booked by email as instructed and it was quick and easy. The restaurant was so dimly lit that we say in the car for a while thinking it was closed when we got there at 7pm
While darker than any other restaurant we'd ever been in it created a nice intimate atmosphere. There were tea lights on the tables. Our awesomely bearded waiter was I think also the owner or manager. He and the waitress we saw were lovely, and very helpful when I broke it to them how many things I was allergic to. They said in future to warn them a couple of days in advance and they'd take special precautions. I didn't die anyway ;-)
The menu wasn't huge but there was a good variety. My husband and son had venison and savoy cabbage which they enjoyed. I had the Thai spiced cod and sweet potato mash. For me the cod was slightly under done but I'm a food philistine.I think the whole dish was very sweet and mushy...the only texture being provided by some cashew nuts so I must admit I wasn't keen. I also thought it wasn't very hot. The white chocolate pud was very nice. My husband and son liked their creme brulees and then cheese board. Oh I didn't say....sweet smokey sherries were waiting for us on arrival and were gorgeous. We chose the cheapest red on the menu at 20 squid a bottle but it was delicious.
I liked the atmosphere, the drinks were terrific, the food nice but not amazing, portions slightly on he small side, people lovely. Best for an intimate dinner a deux.
Meal for 3 cost £156 with tip for 3 courses, cheeses for 2, 1 bottle of wine and a tip.",4
"Very good experience. Really worth a visit.We decided to give this a go on the basis of a recommendation and trip advisor. It is asmall little restaurant with a slightly old fashioned feel and ambience. That is not a criticism but it reminded us of the late 60 bistros in Chelsea but without the waxed bottle with a candle on the table. Very nice welcome with a glass of smoked sherry on the tabke., Small menu but decent choice and wine list fine. Very friendly and very competent service. Starters Beets salad very good and I had excellent scallops. Main courses an excellent venison and I had the cod with a thai sauce. They were both very good. Followed by an excellent duck egg creme brulee. It was very pleasant and slightly quirky. Name 'Holy Smoke' because given a chance he will smoke anything not just the sherry. You need to text or email to get a booking but dont be put off they do respond quite quickly. Definitley will go back soon.",4
"Amazing value at lunch timeWent at lunch time, its super hard to get in for dinner and really enjoyed it. Complimentary smoked sherry to start with and the guinea fowl wings for all of us followed by their smoked burger or pulled pork with rice and beans. Lovely service, unbelievable value although I was not blown away and suspect I will need to go back for dinner for the quintessential Holy Smoke experience.",4
"Excellent value, excellent service, a few tweaks would make it perfect!Holy Smoke was great on so many levels as a restaurant. An innovative concept based around smoked cooking, knowledgeable and welcoming service and excellent value are all huge plus points but the execution of the food in my view could definitely have been improved. £12 for the lunch menu for two courses is great value, and with a smoked sherry to start it could not be better. But the goat's cheese salad with pomegranate cream dressing and granola nuts was very dry and lacked quantity on the dressing which was a shame. Warm, crusted goat's cheese would have been nice too. The main of pulled pork with coleslaw and black bean risotto again was a delicious idea and the main part of the pork was cooked and seasoned to perfection. But the black beans and the rice in the risotto were under-cooked and not seasoned and there could have been more coleslaw, which, like the pork was also delicious. With coffee the bill was only £14.50 per head which was outstanding. I think I need to try Holy Smoke for dinner!",4
"Eccentric but goodI met a friend for lunch here. We were amazed that it has been going for over two years without us (both local residents) being aware of its existence. The name, it seems, comes from their specialisation in smoked and slow cooked food. We were immediately greeted with a complimentary glass of smoked sherry to make the point!

I like restaurants which offer food you'd never eat at home, and that was the case here. Slow steam roasted guinea fowl wings with blue cheese cream, tender moist and delicious, followed by sweet pulled pork, home made coleslaw with black bean risotto. A very good value California Pinot noir made for a delightful meal, at a very reasonable price.

Minor niggle - the lighting is very subdued, too much so for my taste. But I'll be back for sure.",4
"Great little place ... but just lacked the ""wow"" factor.On one of our 'London dates nite' and had to try this London top 10 restaurant as so local to us.
Restaurant is small and intimate ... but a little dark.
Service was excellent. ... very knowledgeable on the menu.
Slight lack of choice on the wine list and more choices needed by the glass.
Menu looked more at home for autumn/winter rather than a hot summers day.
My starter (cuttlefish) which was very nice but just lacked the bang/wow factor.
Better, but again lacked the wow was my main of partridge.
The wife had the veg option which had a little more going on than mine.
The white chocolate moosse for dessert was fantastic.
Finished off with some nice cheese but not a enough of them and would of prefered a greater range of tastes.

Overall price was very good for what we had.

For this London top 10 we probably judged a lot harder. ... it was a very good date night, just needs (for us) a little more polish.

Will we go back .... ""yeap"".",4
"Nice atmosphere and foodThe menu changes monthly and I advise to book ahead , 3 weeks ahead even it's small restaurant , about 7 tables

Every dish that came out was so flavourful and just lovely. I had sweet potato gnocchi and truffled mushrooms and that alone was such a different interpretation of typical gnocchi, others had pork belly and tasted so good. King prawns also v fresh

You'll enjoy it. We finished off the meal with some desserts which were again great accompanied with the holy smoke whiskey which I feel is a bit if a novelty , once that smoke is gone you'll get less than a shot of whiskey which seemed disappointing",4
"Charming restaurant, Great foodA small restaurant based in Wimbledon (small meaning its more intimate and staff are more attentive). Food is reasonably priced, well presented, unpretentious and most importantly delicious. My dining partner had the pork belly which I was informed had very delicate mixed of flavours, and sauces matched to perfection. I had the guinea fowl, which i thoroughly enjoyed. The restaurant is very good and we will return, it is however missing a little oomph factor...otherwise five stars.",4
Another excellent eveningDelicious food especially the lobster bisque as a starter and the rack of lamb which was a triumph Definitely my favourite go to restaurant,5
"Amazing food, amazing service. Thank you!Just been for dinner, what a great find, possibly some of the nicest food I’ve had, thanks again, will be back soon xx",5
"Birthday mealCannot praise this restaurant enough! Amazing food and brilliant staff, will definitely be returning! Did I mention the food was amazing!!",5
Throughly enjoyable neighborhood restaurantHad an all round great meal. Good wine and drinks if a bit gimmicky with the smoke aspect. The owner is friendly and knowledgeable about his offerings.,5
SUPERB!What a find. Lunched here on a quiet Tuesday but it didn't disappoint. Every mouthful burst with flavour. How could you not have three courses and so reasonably priced. If I had room I could quite happily have eaten it all again. How I wish I could produce flavours like this at home. Total enjoyment. Very happy. Will certainly return soon,5
"Great foodThe food is really delicious and they have a set menu to chose from (2 or 3 courses). The place is quite small, but cosy and friendly.",5
"Great little placeHad heard good things about this place and it didn't disappoint. Pretty much fine dining quality food without the pretense or price. Lobster bisque starter was a rich delight, scallops also excellent and perfectly cooked. Guinea Fowl was very tasty, and a generous sized portion. We shared a dessert - a limoncello mousse- which was nice but less impressive. The wine list is not extensive, but offers a decent enough selection. The atmosphere is cosy and service was generally good. A great place for quality food, good atmosphere at not ridiculous prices.",5
"Great!Amazing flavours, easy hospitality, superb wine. Small and cosy and very friendly. Salmon and venison as I've never tasted before. Great place for a first date, except maybe the art's a bit 70s, though that'll get the conversation started. The owner is a pro and a nice guy doing things just a bit differently and it works brilliantly. Great value too. Exceptional might be a better title come to think of it.....",5
"Food of loveThis is a small piece of food heaven. The founder is a true food lover, works tirelessly himself to ensure everything is perfect and each dish is clearly made with love and attention. With only a small number of covers each night it is a marvel that this place can survive at the prices charged. You will be hard pressed to find any place in London with better value for money than this.",5
"Great food, amazing value for lunchWe live close by and had heard great comments about Holy Smoke from friends and neighbours, so decided to try it. It's easy to miss the place, a plain black façade across from the dentist's and next door to the butchers'. Parking places across the road are few and only 1 hour max, so parked at Waitrose, as the restaurant website recommends, and from there it's a 2 minute walk.
We were the only table occupied of the 5-6 the place has, and they told us they are usually quiet for lunch time between Tuesday and Thursday, packed at other times. It's decorated simply, very clean, with good rock music on the background (at least that day!), but low volume allows a pleasant conversation. Greeted with a shot of smoked sherry, which we both found delicious.
Lunch is £12 for 2 courses or £15 for 3. For this quality of food, it's a steal. My wife had the onion soup, pulled pork & risotto and parfait, while I had the chicken livers, venison & pork meatballs and cheesecake. They were all very, very nice with good sized portions, all tasted fresh and does take a little while, which we actually found reassuring. We will definitely be back!",5
"Flabbergasted by the positive reviews, food was shockingly badI went with a colleague for lunch. The restaurant was empty but looked nice enough.
The menu seemed confused with a mixture of kebabs, Persian and Indian food. My expectations were low, to be honest, as we work in the area and no-one had ever suggested Iran as a good local restaurant to go to. The food was shockingly bad. Shockingly bad. Yes, the portions were big, but the food is bland, and the lamb fillet tasted off. Both our meals were served with a big dollop of rice and my ""salad"" was some stale leaves, half a sliced tomato and some sliced cucumber.

I don't mind if it's not authentic Persian cuisine. I just want the food to be tasty and that it was not. You couldn't pay me to go back. There are plenty of nice restaurants in Shepherd Market and the surround area. This is not one of them. I have no idea why this restaurant has so many other positive reviews. Service was ok otherwise.",1
"An ABSOLUTE disgrace to the Persian cusine!In all of my life I've NEVER had an experience like I had today at this restaurant. We called in and booked a table 5-6 hours before actually going. We specifically mentioned how many people we were and when we were arriving. But when we arrived we still were forced to wait. Then we finally get to the table, and a chair is missing, which resulted in another 15 minutes wait before we could all sit and have a look at the menus.
To our disadvantage our waiter wasn't familiar with Persian food, which of course wasn't helpful at all. On top of this the guy (short, short haired young guy with glasses) was really hostile and disrespectful to me and my family (I was there with my PARENTS!!). We had to ask the guy to bring over a bottle of water 7 times before we put our orders in, and the place was wasn't even busy at the time. When he brought out the cutlery I noticed that my spoon wasn't clean, and when I asked the waiter to bring me a clean one, he snatched the spoon out of my and and came back after 2 minutes and threw it on table while he walked by unfazed and unapologetic. After this horrible start you would at least think that the food must've been great because of all the good reviews but the food was an embarrassment to the Iranian kitchen. All of the 5 dishes we had, looked and tasted like they were made yesterday. Horrible service and so was the treatment they gave us.",1
"Very DisappointedWe were really looking forward to the experience and food, both of which was a real let down. We were sat downstairs and waited a long time for a menu or drink. Several people left due to the wait and in hindsight I wish we had. Too many tables so it felt uncomfortable and , sat next to the toilet the table was constantly being banged by the door as people went though. Constant sound of dish washing as well. The food, once it arrived was bland with the main course gate crashing the starters so we had to eat at their pace of delivery which after a long wait suddenly piled through like a tube train at rush hour. The final insult was the bill. Needless to say an experience I will never want to repeat.",1
poor quality foodWe came to Iran resturant for Iranian New Year late lunch. The food from starters to main course had such a poor quality that surprised us. Food was too old and too salty. Cannot recommend it to anyone as it's a bad representer to Iranian food.,1
"Everything below avarageAs an Iranian, I found everything specially food below average. They send me to the basement near toilet and there was a guy in kitchen making a lot of noises. The food was almost terrible and they charged me around 25 for almost nothing.",1
"Terrible food!!We were visiting from Sweden and I saw that this restaurant has 1700 something rewies and it looked like this place serves the absolute best Persian food in London but it was so disgusting. The kobide had tiny pieces of bones inside the minced meat. The barg tasted like it was broiled first then put on the grill. I can't find enough words to explain how bad the food was but stay away from here if you know how Persian food is supposed to taste cause it's hell not like this.

Can someone just explain how the hell they got so many rewies?? Do they pay people to do it or what??",1
"disgusting food for ridiculous pricesfirstly, the restaurant is a swear on the name of iran. the owner should change the name of the restaurant to 'robbery in daylight'. coz thats what it felt like when we went there. the food was so cold, and hard that we couldn't even chew it. the drinks were in disgusting glasses with stains on them. the space was so tiny. the owner was walking around as if he's achieved something. we were the only customers there. we were supposed to go to our favourite al hamrah, but we thought wed give this a try, being persian, we fancied some persian food. and everytime we eat in mayfair, we never have a thing to complain about.

however here, the atmosphere was so dull. the restaurant itself doesn't even have enough space for a person to move around in, i have no idea how they cope. the waiter was asking stupid questions about how to say certain things in farsi, which was so unprofessional.
the owner was talking so loud, to his friends over the counter, we could hear him from outside. the food was so bland and disgusting. small portions. it was around £60 per head, according to the food we ordered. and it was ghastly. it was the worse thing ever. we each had a spoon full and just looked at each other for minute.

next time i will stick to the famous al hamrah. bumping into my favourite celebs in there sometimes.

anyway we left our plates almost untouched and walked across to al hamrah which is right next door to this place.

OWNER IF YOU ARE READING, PLEASE EDUCATE YOURSELF AND LEARN ABOUT THE BUSINESS YOU ARE IN AND GET A CHEF WHO CAN COOK.

ALSO PLEASE CHANGE THE NAME OF YOUR RESTAURANT. its appealing to call a restaurant iran, when it doesn't even represent the food of iran properly.",1
Bad serviceVery bad service and was not upcoming on shortness of food. Did not explain until complained about the missing service and food.,1
"disporting restaurantnot sure why people rating this restaurant as one of the best persian restaurants in London, but I didn’t like the Kubideh. my wife ordered Ashe reshte however this was very bad quality.
They also forgot to ask what we wish to drink.
They forgot to bring Somagh.
the tables are located in the cellar which was very smelly, and very small!!!",1
"Good food but unbelievable service!The food is good but we had an extremely bad service! The old man who I think is the owner of the place was truly horrible! He let us set and after 15 minutes brought the menus then when we ordered they didn't serve the food for 20 minutes, they didn't bring all the food we ordered! They didn't bring bread even when we asked!
The same old man was checking on the other table next to us several times and completely ignored us!!
When we complained about the service in the end, he said just go and I don't want you in my place again!!!!!
It was very clear that he bases his service on race!!!
He is a very disgusting racist man and we are definitely not coming to this place never again!!!",1
